data;URUBU - 001;URUBU - 002;URUBU - 003;URUBU - 004;URUBU - 005;URUBU - 006;URUBU - 007;URUBU - 008;URUBU - 009;URUBU - 010;URUBU - 011;URUBU - 012;URUBU - 014;URUBU - 015;URUBU - 016;URUBU - 017;URUBU - 018;URUBU - 019;URUBU - 020;URUBU - 021;URUBU - 022;URUBU - 023;URUBU - 025;URUBU - 026;URUBU - 030;URUBU - 031;URUBU - 032;URUBU - 033;URUBU - 034;URUBU - 035;URUBU - 036;URUBU - 037;URUBU - 038;URUBU - 039;URUBU - 040;URUBU - 041;URUBU - 042
27/AUGUST/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
28/AUGUST/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
29/AUGUST/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
30/AUGUST/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
31/AUGUST/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;408.65152;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
1/SEPTEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
2/SEPTEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
3/SEPTEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
4/SEPTEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
5/SEPTEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
6/SEPTEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
7/SEPTEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
8/SEPTEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
9/SEPTEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
10/SEPTEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
11/SEPTEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
12/SEPTEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
13/SEPTEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
14/SEPTEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
15/SEPTEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
16/SEPTEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
17/SEPTEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
18/SEPTEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
19/SEPTEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;1235820.4;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
20/SEPTEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
21/SEPTEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
22/SEPTEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
23/SEPTEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
24/SEPTEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
25/SEPTEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
26/SEPTEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
27/SEPTEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
28/SEPTEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
29/SEPTEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
30/SEPTEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
31/SEPTEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
1/OCTOBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
2/OCTOBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
3/OCTOBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
4/OCTOBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
5/OCTOBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
6/OCTOBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
7/OCTOBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
8/OCTOBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
9/OCTOBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
10/OCTOBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
11/OCTOBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
12/OCTOBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
13/OCTOBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
14/OCTOBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
15/OCTOBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
16/OCTOBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
17/OCTOBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
18/OCTOBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
19/OCTOBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
20/OCTOBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
21/OCTOBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
22/OCTOBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
23/OCTOBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
24/OCTOBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
25/OCTOBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
26/OCTOBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
27/OCTOBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
28/OCTOBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
29/OCTOBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
30/OCTOBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
31/OCTOBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
1/NOVEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
2/NOVEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
3/NOVEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
4/NOVEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
5/NOVEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
6/NOVEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
7/NOVEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
8/NOVEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
9/NOVEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
10/NOVEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
11/NOVEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
12/NOVEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
13/NOVEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
14/NOVEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
15/NOVEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
16/NOVEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
17/NOVEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
18/NOVEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
19/NOVEMBER/2017;None;None;None;None;0;None;None;None;None;None;None;0;None;None;None;None;None;0;None;0;None;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
20/NOVEMBER/2017;None;None;None;None;0;None;None;None;None;None;None;0;None;None;None;None;None;0;None;0;None;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
21/NOVEMBER/2017;None;None;None;None;0;None;None;None;None;None;None;0;None;None;None;None;None;0;None;0;None;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
22/NOVEMBER/2017;None;None;None;None;0;None;None;None;None;None;None;0;None;None;None;None;None;0;None;0;None;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
23/NOVEMBER/2017;None;None;None;None;0;None;None;None;None;None;None;0;None;None;None;None;None;0;None;0;None;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
24/NOVEMBER/2017;None;None;None;None;0;None;None;None;None;None;None;0;None;None;None;None;None;0;None;0;None;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
25/NOVEMBER/2017;None;None;None;None;0;None;None;None;None;None;None;0;None;None;None;None;None;None;None;0;None;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
26/NOVEMBER/2017;None;None;None;None;0;None;None;None;None;None;None;0;None;None;None;None;None;0;None;0;None;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
27/NOVEMBER/2017;None;None;None;None;0;None;None;None;None;None;None;0;None;None;None;None;None;None;None;0;None;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
28/NOVEMBER/2017;None;None;None;None;0;None;None;None;None;None;None;0;None;None;None;None;None;None;None;0;None;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
29/NOVEMBER/2017;None;None;None;None;0;None;None;None;None;None;None;0;None;None;None;None;None;None;None;0;None;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
30/NOVEMBER/2017;None;None;None;None;0;None;None;None;None;None;None;0;None;None;None;None;None;None;None;0;None;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
31/NOVEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
1/DECEMBER/2017;None;None;None;None;0;None;None;None;None;None;None;0;None;None;None;None;None;0;None;0;None;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
2/DECEMBER/2017;None;None;None;None;0;None;None;None;None;None;None;0;None;None;None;None;None;0;None;0;None;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
3/DECEMBER/2017;None;None;None;None;0;None;None;None;None;None;None;0;None;None;None;None;None;None;None;0;None;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
4/DECEMBER/2017;None;None;None;None;0;None;None;None;None;None;None;0;None;None;None;None;None;None;None;0;None;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
5/DECEMBER/2017;None;None;None;None;0;None;None;None;None;None;None;0;None;None;None;None;None;None;None;0;None;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
6/DECEMBER/2017;None;None;None;None;0;None;None;None;None;None;None;0;None;None;None;None;None;None;None;0;None;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
7/DECEMBER/2017;None;None;None;None;0;None;None;None;None;None;None;0;None;None;None;None;None;None;None;0;None;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
8/DECEMBER/2017;None;None;None;None;0;None;None;None;None;None;None;0;None;None;None;None;None;0;None;0;None;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
9/DECEMBER/2017;None;None;None;None;0;None;None;None;None;None;None;0;None;None;None;None;None;0;None;0;None;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
10/DECEMBER/2017;None;None;None;None;0;None;None;None;None;None;None;0;None;None;None;None;None;0;None;0;None;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
11/DECEMBER/2017;None;None;None;None;0;None;None;None;None;None;None;0;None;None;None;None;None;None;None;0;None;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
12/DECEMBER/2017;None;None;None;None;0;None;None;None;None;None;None;0;None;None;None;None;None;None;None;0;None;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
13/DECEMBER/2017;None;None;None;None;0;None;None;None;None;None;None;0;None;None;None;None;None;None;None;0;None;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
14/DECEMBER/2017;None;None;None;None;0;None;None;None;None;None;None;0;None;None;None;None;None;None;None;0;None;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
15/DECEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
16/DECEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
17/DECEMBER/2017;None;None;None;None;0;None;None;None;None;None;None;0;None;None;None;None;None;0;None;0;None;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
18/DECEMBER/2017;None;None;None;None;0;None;None;None;None;None;None;0;None;None;None;None;None;0;None;0;None;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
19/DECEMBER/2017;None;None;None;None;155779.77;None;None;None;None;None;None;1002528.5;None;None;None;None;None;845749.44;None;0;None;528732.7;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
20/DECEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
21/DECEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
22/DECEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
23/DECEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
24/DECEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
25/DECEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
26/DECEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
27/DECEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
28/DECEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
29/DECEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
30/DECEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
31/DECEMBER/2017;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
1/JANUARY/2018;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
2/JANUARY/2018;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
3/JANUARY/2018;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
4/JANUARY/2018;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
5/JANUARY/2018;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
6/JANUARY/2018;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
7/JANUARY/2018;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
8/JANUARY/2018;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
9/JANUARY/2018;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
10/JANUARY/2018;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
11/JANUARY/2018;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
12/JANUARY/2018;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
13/JANUARY/2018;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
14/JANUARY/2018;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
15/JANUARY/2018;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
16/JANUARY/2018;None;None;None;None;None;0;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
17/JANUARY/2018;None;None;None;None;None;0;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
18/JANUARY/2018;None;None;None;None;None;0;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
19/JANUARY/2018;None;None;None;None;None;0;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
20/JANUARY/2018;None;None;None;None;None;0;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
21/JANUARY/2018;None;None;None;None;None;0;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
22/JANUARY/2018;None;None;None;None;None;0;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
23/JANUARY/2018;None;None;None;None;None;0;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
24/JANUARY/2018;None;None;None;None;None;0;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
25/JANUARY/2018;None;None;None;None;None;0;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
26/JANUARY/2018;None;None;None;None;None;0;0;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
27/JANUARY/2018;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
28/JANUARY/2018;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
29/JANUARY/2018;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
